"age","male","educ","educ0","income","hhincome","white_nh","tea_party","conserv","partyID","pid1","Democrat1","Republican1","milAssert1","intl1","anxiety","cGroup_Endorse","cGroup_Oppose","groupControl","tGroup_Endorse","tGroup_Oppose","cMCheck","tMCheck","cPivot","cCertain","cSucceed","cThreat","tDeploy","tCertain","tSucceed","tThreat","cHot","tHot","cDem","tDem","cFirst","ID"
60,1,9,1,4,4,1,1,5,5,0.666666666666667,0,1,0.75,0.5,0.266666666666667,1,0,0,0,1,1,0,0.522222222222222,1,0.49,0.58,0.59,1,0.52,0.73,0,1,1,0,0,"R_3eEMwRqmwAZfeBL"
68,1,7,0.75,4,4,0,1,7,4,0.5,0,0,0.6875,0.375,0.333333333333333,1,0,0,0,1,1,1,1,1,0.88,0.6,0.76,1,0.59,0.96,0,1,1,0,1,"R_6z1rF2BHYbWJ07H"
75,0,5,0.5,3,3,1,0,6,2,0.166666666666667,1,0,0.5,0.5,0.133333333333333,0,1,0,1,0,1,0,0.0333333333333333,0.86,0.19,0.11,0.67,0.5,0.41,0.8,1,0,1,0,0,"R_07cJtH7IuAd0hFP"
36,0,9,1,5,5,1,0,2,2,0.166666666666667,1,0,0.4375,0.75,0.466666666666667,1,0,0,0,1,0,1,0.211111111111111,0.78,0.69,0.51,0.24,0.87,0.1,0.65,1,0,1,0,1,"R_6tcQV5Dpuy2HEgJ"
44,0,4,0.375,4,4,0,0,4,2,0.166666666666667,1,0,0.5,0.5,0.6,0,1,0,1,0,1,0,0.0444444444444444,0.28,0.37,0.07,0.23,0.25,0.26,0.27,0,1,0,1,1,"R_eOJdp8eK08c1flH"
54,0,9,1,4,4,1,0,1,2,0.166666666666667,1,0,0.625,0.8125,0.466666666666667,0,1,0,1,0,1,1,0.0777777777777778,0.92,0.05,0.18,0.86,0.97,0.48,0.57,1,0,0,1,0,"R_1HQtF8XRsDtGIqp"
25,1,5,0.5,2,2,1,1,3,7,1,0,1,0.5,0.6875,0.266666666666667,0,0,1,0,0,0,0,0.722222222222222,0.36,0.68,0.4,1,1,1,1,0,1,0,1,0,"R_6XV1ThuUqrkfqkd"
46,1,9,1,6,9,1,0,1,3,0.333333333333333,1,0,0.3125,0.9375,0.4,1,0,0,0,1,1,1,0.311111111111111,0.58,0.33,0.31,0.08,0.94,0.06,0.5,1,0,0,1,1,"R_03th90x6ymhz7GR"
61,1,6,0.625,5,5,1,0,3,1,0,1,0,0.8125,0.4375,0.2,0,0,1,0,0,0,1,0.744444444444444,0.72,0.74,0.64,0.76,0.76,0.7,0.68,1,0,1,0,1,"R_26nyDp3ORuLuJZX"
24,1,3,0.25,3,3,1,0,4,4,0.5,0,0,0.25,0.5625,0.266666666666667,0,0,1,0,0,1,1,0.1,1,0.05,0.84,0.31,1,0.76,0.53,1,0,0,1,0,"R_0SpcdGCN8RWAuXj"
40,0,5,0.5,4,4,0,0,1,1,0,1,0,0.3125,0.75,0.266666666666667,0,0,1,0,0,1,1,0.1,1,0.13,0.5,0.07,1,0.13,0.82,1,0,0,1,1,"R_0GH9WaAWuRjr63H"
49,0,9,1,6,7,1,0,6,7,1,0,1,0.75,0.4375,0.133333333333333,0,1,0,1,0,1,1,0.466666666666667,0.85,0.51,1,0.63,0.96,0.49,0.92,1,0,0,1,0,"R_3RgRqSMXZSyF2KN"
72,0,6,0.625,4,4,1,0,6,7,1,0,1,0.625,0.25,0.2,1,0,0,0,1,1,1,0.311111111111111,0.84,0.34,0.25,0.08,1,0.1,0.85,1,0,1,0,0,"R_bfrrSsNoHNZpHIV"
37,0,8,0.875,5,5,1,0,3,2,0.166666666666667,1,0,0.5,0.75,0.4,0,1,0,1,0,1,1,0.4,0.14,0.25,0.17,0.12,0.43,0.16,0.73,0,1,0,1,1,"R_7NvJj5OoDtb3GEB"
34,0,7,0.75,2,2,0,0,4,4,0.5,0,0,0.5,0.5,0.533333333333333,0,0,1,0,0,1,1,0.0222222222222222,0.04,0.01,0.03,0.02,0.01,0.02,0,0,1,0,1,1,"R_6ywyJ75ltWV7v7L"
59,0,6,0.625,3,3,1,0,6,7,1,0,1,0.375,0.1875,0.4,1,0,0,0,1,1,1,0.855555555555556,0.93,0.66,0.89,0.55,1,0.31,0.84,1,0,0,1,1,"R_1A2ZyXRv7tdteD3"
26,0,8,0.875,4,4,1,1,2,1,0,1,0,0.1875,0.4375,0.4,0,1,0,1,0,1,1,0.711111111111111,0.96,0.46,0.83,0.93,1,0.93,0.69,0,1,0,1,1,"R_9n4QssV24pThcy1"
33,0,8,0.875,6,7,1,0,7,7,1,0,1,0.75,0.375,0.2,0,0,1,0,0,1,1,0.566666666666667,0.71,0.36,0.69,0.64,0.77,0.32,0.74,0,1,0,1,1,"R_9BNctwOpYqeoI8R"
52,0,7,0.75,6,9,1,,6,7,1,0,1,0.625,0.1875,0.2,0,1,0,1,0,1,1,0.2,0.21,0.2,0.17,0.7,0.73,0.41,0.61,1,0,0,1,1,"R_6sdTLRoCuvA2qZT"
60,0,7,0.75,3,3,1,0,6,6,0.833333333333333,0,1,0.5625,0.5,0.666666666666667,0,1,0,1,0,1,1,0.244444444444444,0.41,0.23,0.8,0.71,0.68,0.26,0.37,0,1,1,0,0,"R_3HPAGGvIJeV7WqF"
67,1,9,1,6,8,1,0,4,3,0.333333333333333,1,0,0.6875,0.75,0.4,0,1,0,1,0,1,1,0.711111111111111,0.49,0.66,0.76,0.26,0.64,0.2,0.76,0,1,0,1,1,"R_byH3Hy8Um7mznRr"
45,1,4,0.375,1,1,1,1,6,5,0.666666666666667,0,1,0.5625,0.3125,0.333333333333333,0,0,1,0,0,0,1,0.266666666666667,1,0.41,0.32,1,1,1,1,1,0,1,0,1,"R_eV8fu2cdkDih3Vz"
51,0,6,0.625,1,1,1,0,,4,0.5,0,0,0.5,0.5,0.4,0,1,0,1,0,1,1,0.0444444444444444,0.53,0.1,1,0.07,0.1,0.08,1,0,1,1,0,1,"R_03qxldxfrA0eeb3"
55,0,5,0.5,3,3,1,1,3,2,0.166666666666667,1,0,0.625,0.875,0.333333333333333,1,0,0,0,1,1,1,0.777777777777778,0.8,0.79,0.83,1,1,0.6,1,0,1,1,0,0,"R_bJJMpV1g02uwJk9"
53,0,7,0.75,2,2,1,0,6,7,1,0,1,0.5,0.625,0.533333333333333,0,0,1,0,0,1,1,0.655555555555556,0.42,0.34,0.9,0.6,0.64,0.49,0.92,0,1,0,1,0,"R_bxYtIWS7Pp6tbPn"
64,1,9,1,5,5,0,0,6,4,0.5,0,0,0.375,0.75,0.266666666666667,1,0,0,0,1,1,1,0.611111111111111,0.75,0.43,0.29,0.07,0.95,0.51,0.28,1,0,1,0,0,"R_cSHmAwo8Jt8rNOd"
84,0,4,0.375,2,2,1,0,5,4,0.5,0,0,0.4375,0.3125,0.333333333333333,0,1,0,1,0,1,1,0.5,0.91,0.27,0.42,0.32,1,0.33,0.66,0,1,1,0,1,"R_50k1SwF2ZGTOlsV"
55,0,7,0.75,1,1,1,0,4,4,0.5,0,0,0.5,0.375,0.0666666666666667,0,1,0,1,0,1,0,0.488888888888889,0.5,0.43,0.49,0.49,0.39,0.45,0.5,1,0,0,1,0,"R_cO6d8mrFRRZHpOt"
65,0,7,0.75,5,5,1,0,4,4,0.5,0,0,0.375,0.5625,0.4,0,0,1,0,0,1,0,0.188888888888889,0.84,0.25,0.25,0.22,0.79,0.32,0.34,1,0,0,1,0,"R_8qYUiHh8zsNh75r"
51,0,7,0.75,5,5,1,0,4,3,0.333333333333333,1,0,0.4375,0.625,0.533333333333333,0,1,0,1,0,1,1,0.588888888888889,0.49,0.58,0.51,0.56,0.47,0.37,0.49,1,0,0,1,1,"R_dogjPegMWugJVJj"
59,0,5,0.5,4,4,0,0,4,1,0,1,0,0.375,0.6875,0.333333333333333,1,0,0,0,1,1,0,0.144444444444444,0.89,0.33,0.45,0.48,0.62,0.5,0.92,0,1,0,1,0,"R_3qk8m9Ft8hik0KN"
50,0,5,0.5,1,1,1,0,4,6,0.833333333333333,0,1,0.5625,0.4375,0.8,0,0,1,0,0,0,0,0.3,0.3,0.46,0.39,0.48,0.8,0.22,0.8,0,1,0,1,1,"R_9FjeCuVe3k6Qwjr"
70,0,5,0.5,5,5,1,1,5,7,1,0,1,0.75,0.25,0.466666666666667,1,0,0,0,1,1,1,0.988888888888889,0.98,1,0.95,0.76,0.79,0.77,1,1,0,1,0,1,"R_6QIBMSYegO6zR5z"
50,0,4,0.375,4,4,1,0,4,2,0.166666666666667,1,0,0.375,0.1875,0.2,0,0,1,0,0,1,1,0.477777777777778,0.39,0.4,0.42,0.5,0.58,0.52,0.56,1,0,1,0,1,"R_dcXlUFcsTgF0dYF"
33,0,7,0.75,5,5,1,0,4,6,0.833333333333333,0,1,0.375,0.25,0.333333333333333,0,1,0,1,0,1,0,0.322222222222222,0.28,0.56,0.76,0.29,0.4,0.7,0.76,1,0,1,0,1,"R_0NUD5yuObEE0bEp"
53,1,7,0.75,3,3,1,0,,7,1,0,1,0.75,0.625,0.533333333333333,0,1,0,1,0,0,0,0.555555555555556,0.51,0.59,0.49,0.51,0.58,0.83,0.84,0,1,1,0,0,"R_88oHlQRxVcCuxNz"
62,0,5,0.5,5,5,1,0,4,1,0,1,0,0.25,0.5625,0.2,0,1,0,1,0,1,1,0.477777777777778,0.49,0.49,0.39,0.3,0.47,0.22,0.71,0,1,1,0,0,"R_74fRRlfIeNtmENT"
39,0,5,0.5,1,1,0,0,4,2,0.166666666666667,1,0,0.5,0.625,0.6,0,0,1,0,0,0,1,0.366666666666667,0.12,0.61,0.69,0.18,0.44,0.43,0.67,0,1,1,0,1,"R_74ltsor9z7Ve4zH"
60,0,7,0.75,3,3,1,0,7,1,0,1,0,0.125,0.4375,0.533333333333333,1,0,0,0,1,1,1,1,1,0.03,0.91,0,1,0,0.13,1,0,1,0,0,"R_002fwccAMNwPtLn"
65,0,9,1,4,4,1,0,5,2,0.166666666666667,1,0,0.375,0.375,0.266666666666667,1,0,0,0,1,1,1,0.577777777777778,0.43,0.59,0.69,0.28,0.6,0.64,0.69,0,1,0,1,1,"R_2awjSU0RiCheTad"
58,0,7,0.75,5,5,1,1,6,5,0.666666666666667,0,1,0.5,0.6875,0.533333333333333,1,0,0,0,1,1,0,0.755555555555556,0.82,0.26,0.22,0.29,0.64,0.88,0.82,1,0,1,0,0,"R_0PnEHTUHCbiM5Rb"
67,0,7,0.75,1,1,1,1,3,3,0.333333333333333,1,0,0.5625,0.25,0.4,1,0,0,0,1,1,1,0.5,0.35,0.57,0.93,0.52,0.48,0.71,0.91,1,0,1,0,1,"R_6XS32gmCP3xALFX"
57,0,5,0.5,4,4,1,1,7,7,1,0,1,0.8125,0.25,0.533333333333333,1,0,0,0,1,1,1,0.733333333333333,0.35,0.23,0.82,0.55,0.35,0.57,0.81,1,0,1,0,1,"R_b48Hw8pyy8whh41"
45,0,4,0.375,2,2,1,1,3,7,1,0,1,0.5,0.8125,0.333333333333333,1,0,0,0,1,1,1,0.477777777777778,0.49,0.73,0.83,0.51,0.52,0.81,0.82,1,0,1,0,1,"R_bI5GUAapsdAwPWZ"
70,1,7,0.75,5,5,0,0,4,1,0,1,0,0.3125,0.875,0.266666666666667,1,0,0,0,1,1,0,0.855555555555556,0.9,0.55,0.74,0.28,0.3,0.05,0.3,1,0,0,1,1,"R_9vQwvVanpnESaKV"
73,1,7,0.75,4,4,1,0,6,2,0.166666666666667,1,0,0.625,0.5625,0.266666666666667,1,0,0,0,1,1,1,0.244444444444444,0.7,0.19,0.31,0.65,0.75,0.14,0.79,1,0,1,0,0,"R_ehDgi13Z0VOlBw9"
42,0,7,0.75,2,2,0,0,4,1,0,1,0,0.75,0.75,0.2,0,1,0,1,0,1,1,0.433333333333333,0.45,0.45,0.5,0.61,0.69,0.61,0.55,0,1,1,0,0,"R_7Vcta5Ay7tu7rkF"
23,1,7,0.75,1,1,1,0,4,4,0.5,0,0,0.3125,0.5625,0.533333333333333,0,1,0,1,0,1,1,0.411111111111111,0.54,0.25,0.46,0.47,0.56,0.41,0.59,0,1,0,1,1,"R_9p4iplLpLkFunD7"
36,1,3,0.25,4,4,1,1,6,7,1,0,1,0.875,0.6875,0.533333333333333,1,0,0,0,1,1,1,0.466666666666667,0.51,0.98,0.89,0.26,0.69,0.42,0.95,1,0,0,1,1,"R_cwPeREAcRlnedmd"
78,0,6,0.625,1,1,1,1,6,7,1,0,1,0.6875,0.5,0.266666666666667,0,1,0,1,0,0,1,0.488888888888889,0.49,0.47,0.3,0.38,0.37,0.43,0.46,0,1,1,0,1,"R_bazdgEQsQ5zEJBX"
59,0,9,1,5,5,1,1,7,7,1,0,1,0.6875,0.625,0.4,1,0,0,0,1,1,0,0.833333333333333,0.91,0.99,0.73,0.6,0.62,1,0.77,1,0,0,1,0,"R_eFMQSyahT0gNRI1"
23,0,7,0.75,5,5,1,0,4,2,0.166666666666667,1,0,0.1875,0.5625,0.4,0,1,0,1,0,1,0,0.188888888888889,0.93,0.22,0.49,1,1,0.61,1,1,0,0,1,1,"R_9TXQMvaVCBwbpEp"
54,0,3,0.25,4,4,0,0,5,4,0.5,0,0,0.5,0.5,0.466666666666667,0,0,1,0,0,1,1,0.511111111111111,0.54,0.52,0.92,0.46,0.46,0.17,1,1,0,1,0,1,"R_3EFjtIu8RZJo3mB"
30,0,9,1,5,5,1,0,2,2,0.166666666666667,1,0,0.1875,0.6875,0.333333333333333,1,0,0,0,1,1,1,0.144444444444444,0.57,0.39,0.14,0.56,0.34,0.2,0.58,1,0,0,1,0,"R_b25L7VnWvu6YsSN"
33,0,5,0.5,3,3,1,0,6,6,0.833333333333333,0,1,0.4375,0.3125,0.666666666666667,0,0,1,0,0,1,1,0.422222222222222,0.55,0.48,0.58,0.37,0.68,0.18,0.19,0,1,0,1,0,"R_1SrjZ953Abm4uKV"
46,0,8,0.875,4,4,1,1,4,2,0.166666666666667,1,0,0.625,0.625,0.533333333333333,1,0,0,0,1,0,0,0.422222222222222,0.42,0.84,0.67,0.29,0.21,0.2,0.14,1,0,0,1,1,"R_dgs5ACMlgRcIjzL"
27,0,5,0.5,2,2,0,1,6,2,0.166666666666667,1,0,0.5,0.6875,0.533333333333333,1,0,0,0,1,1,0,0.422222222222222,0.6,0.53,0.51,0.55,0.59,0.65,0.37,0,1,1,0,0,"R_0f7hsNJqFGpua1L"
59,0,6,0.625,3,3,1,0,6,7,1,0,1,0.8125,0.625,0.6,0,1,0,1,0,0,1,0.9,0.96,0.79,0.85,0.96,0.87,0.97,1,0,1,1,0,1,"R_7O5MLVdKQtwMdJX"
39,0,3,0.25,4,4,1,0,,6,0.833333333333333,0,1,0.5625,0.3125,0.6,0,1,0,1,0,0,1,0.266666666666667,0.62,0.39,0.65,0.58,0.37,0.33,0.78,0,1,0,1,0,"R_1RoPgeiAx39r7Hn"
43,0,9,1,6,7,1,0,4,4,0.5,0,0,0.5,0.5,0.266666666666667,0,0,1,0,0,1,1,0.177777777777778,0.22,0.25,0.25,0.09,0.53,0.24,0.48,1,0,1,0,0,"R_6zfugBfLVUPpoDX"
20,0,5,0.5,2,2,1,0,2,1,0,1,0,0.375,0.5625,0.4,0,1,0,1,0,1,0,0.344444444444444,0.84,0.45,0.33,0.54,0.73,0.64,0.38,0,1,0,1,0,"R_cwMfuJo8frm59XL"
32,0,7,0.75,5,5,1,1,3,5,0.666666666666667,0,1,0.6875,0.75,0.333333333333333,0,1,0,1,0,0,1,0.877777777777778,0.97,0.9,0.96,0.86,0.85,0.91,0.98,1,0,1,0,0,"R_87yseM6neSS58HP"
76,0,5,0.5,3,3,1,1,6,7,1,0,1,0.625,0.25,0.2,0,0,1,0,0,1,0,0.711111111111111,0.08,0.11,0.74,0.02,0.5,0,0.95,0,1,0,1,0,"R_51P4slTh9wP1jVP"
26,0,7,0.75,3,3,1,0,2,1,0,1,0,0.25,0.625,0.533333333333333,0,0,1,0,0,1,1,0.288888888888889,0.5,0.42,0.29,0.61,0.29,0.45,0.52,1,0,1,0,1,"R_aWXDVyHOsF77EqN"
60,1,9,1,2,2,1,0,2,1,0,1,0,0.5,0.75,0.2,0,1,0,1,0,1,1,0.0888888888888889,0.14,0.19,0.16,0.37,0.04,0.36,0.52,1,0,1,0,0,"R_8B9SXdDTOgn74EZ"
56,1,5,0.5,6,7,1,1,5,7,1,0,1,0.6875,0.4375,0.4,0,1,0,1,0,1,1,0.511111111111111,0.52,0.54,0.53,0.5,0.53,0.35,0.54,1,0,0,1,1,"R_5zlvCcJXllGcBOB"
31,0,3,0.25,4,4,1,1,2,1,0,1,0,0.125,0.4375,0.733333333333333,0,0,1,0,0,1,1,0.0888888888888889,0.11,0.51,0.6,0.53,0.56,0.7,0.75,1,0,0,1,1,"R_8kvWwtdDmu2RLfv"
21,0,3,0.25,2,2,1,0,,4,0.5,0,0,0.3125,0.4375,0.533333333333333,1,0,0,0,1,0,1,0.577777777777778,0.48,0.47,0.55,0.51,0.51,0.41,0.58,1,0,0,1,0,"R_5mu5Q3FDAhTwBfL"
43,0,7,0.75,5,5,0,0,1,1,0,1,0,0.1875,0.4375,0.266666666666667,0,0,1,0,0,0,1,0.0444444444444444,0.83,0.1,0.35,0,0.86,0.25,0.5,0,1,1,0,0,"R_5jBsjNBxvVE707r"
61,0,5,0.5,3,3,1,0,5,2,0.166666666666667,1,0,0.5,0.5,0.933333333333333,0,1,0,1,0,1,1,0,0.01,0,0,0,0,0,0,1,0,0,1,1,"R_1HwTi9ifsZFqV2R"
59,0,7,0.75,2,2,1,0,3,5,0.666666666666667,0,1,0.0625,0.4375,0.466666666666667,0,0,1,0,0,1,1,0.0555555555555556,0.86,0.09,0.1,0.18,0.7,0.03,0.61,0,1,0,1,0,"R_25JAhIIMErw9wP3"
21,1,5,0.5,1,1,1,0,3,7,1,0,1,0.375,0.5,0.666666666666667,0,1,0,1,0,1,0,0.577777777777778,0.16,0.47,0.9,0.2,0.96,0.17,0.29,0,1,0,1,1,"R_bfPnkYn9PHaj0SV"
46,1,5,0.5,2,2,1,1,5,3,0.333333333333333,1,0,0.5625,0.5625,,0,1,0,1,0,0,1,0.311111111111111,0.26,0.55,0.87,0.75,0.73,0.35,1,0,1,0,1,1,"R_3xtldfMFAnRIlud"
21,0,7,0.75,1,1,0,1,1,1,0,1,0,0.875,0.625,0.533333333333333,0,1,0,1,0,0,0,0.722222222222222,0.73,0.67,0.71,0.67,0.6,0.69,0.78,0,1,1,0,1,"R_cLOJF28WlVSMBDL"
56,1,5,0.5,6,7,1,0,6,5,0.666666666666667,0,1,0.5625,0.6875,0.466666666666667,1,0,0,0,1,0,1,0.766666666666667,0.8,0.78,0.77,0.52,0.16,0.2,0.92,0,1,1,0,1,"R_2bKPuFbfHBu9e7j"
26,0,9,1,2,2,1,0,2,2,0.166666666666667,1,0,0.3125,0.75,0.6,0,1,0,1,0,0,0,0.4,0.65,0.51,0.33,0.56,0.56,0.63,0.53,1,0,0,1,1,"R_3CbZDt73wD8Evk1"
27,1,9,1,6,7,1,0,5,5,0.666666666666667,0,1,0.75,0.75,0.2,1,0,0,0,1,0,1,1,1,0.81,1,0.8,0.64,0.76,0.64,0,1,1,0,1,"R_6XPcS5wuzXAVoNv"
26,0,7,0.75,3,3,1,0,4,2,0.166666666666667,1,0,0.3125,0.5,0.533333333333333,1,0,0,0,1,1,0,0.2,0.5,0.42,0.69,0.19,0.45,0.48,0.75,1,0,0,1,1,"R_1SMbsogJghQDlad"
75,0,5,0.5,6,7,1,0,4,5,0.666666666666667,0,1,0.4375,0.6875,0.266666666666667,0,1,0,1,0,1,1,0.266666666666667,0.79,0.58,0.24,0.65,0.77,0.48,0.6,1,0,1,0,0,"R_eKy4fwx7KSqTRlz"
38,0,5,0.5,5,5,1,0,4,4,0.5,0,0,0.125,0.4375,0.466666666666667,0,0,1,0,0,0,1,0.255555555555556,0.78,0.43,0.4,0.74,0.62,0.7,1,1,0,1,0,1,"R_efl7wssupxEkm3z"
55,1,5,0.5,1,1,1,1,5,4,0.5,0,0,0.875,0.25,0.4,0,0,1,0,0,0,1,0.466666666666667,0.85,0.79,0.78,0.18,0.78,0.18,0.84,0,1,1,0,1,"R_80O1xRD790b8rYh"
60,0,7,0.75,1,1,1,1,6,2,0.166666666666667,1,0,0.5625,0.6875,0.466666666666667,0,1,0,1,0,1,0,0.666666666666667,0.62,0.34,0.94,0.77,0.82,0.31,0.85,0,1,0,1,0,"R_78s5d117i8fuaBn"
40,0,7,0.75,4,4,1,0,2,1,0,1,0,0.4375,0.5625,0.866666666666667,1,0,0,0,1,0,1,0.655555555555556,0.3,0.37,0.98,0.32,0.11,0.11,0.18,1,0,1,0,1,"R_2hkC4Dj4oR1QwbX"
18,1,3,0.25,3,3,1,1,4,4,0.5,0,0,0.625,0.5,0.2,1,0,0,0,1,1,0,0.722222222222222,0.67,0.79,0.77,0.79,0.76,0.8,0.81,1,0,0,1,1,"R_6hDNX9QAkH9dXuZ"
27,0,5,0.5,3,3,0,0,4,1,0,1,0,0.5625,0.4375,0.466666666666667,1,0,0,0,1,0,0,0.655555555555556,0.9,0.48,0.69,0.34,1,0.26,0.72,1,0,1,0,0,"R_0pmav7AfJG2pE33"
61,0,4,0.375,3,3,1,0,6,6,0.833333333333333,0,1,0.1875,0.5,0.6,1,0,0,0,1,1,1,0.355555555555556,1,0.49,0.53,0.12,1,0.37,0.87,0,1,0,1,1,"R_ePq7MIUyCVpv1Gd"
42,0,7,0.75,5,5,0,0,2,1,0,1,0,0.4375,0.4375,0.2,1,0,0,0,1,1,1,0.766666666666667,0.93,0.94,0.77,0.09,0.05,0.03,0.1,1,0,0,1,1,"R_2nSatOq4DNb9E2h"
34,1,9,1,5,5,1,1,4,4,0.5,0,0,0,0.5625,0.8,1,0,0,0,1,1,1,0.277777777777778,0.53,0.49,0.48,0.32,0.31,0.49,0.5,0,1,0,1,1,"R_6P66bV8IpEdwX53"
81,0,9,1,5,5,1,0,2,3,0.333333333333333,1,0,0.0625,0.375,0.266666666666667,0,1,0,1,0,1,1,0,0.99,0,0,0,0.99,0,0,1,0,0,1,0,"R_74A7j5EXrxv0AHH"
66,0,6,0.625,5,5,1,1,7,7,1,0,1,0.5625,0.5625,0.133333333333333,0,1,0,1,0,1,1,0.788888888888889,0.78,0.74,0.85,0.83,0.87,0.82,0.93,1,0,1,0,1,"R_8eLU08FeVNLVtqJ"
28,0,9,1,5,5,1,0,6,7,1,0,1,0.5,0.5,0.4,1,0,0,0,1,1,1,0.811111111111111,0.87,0.7,0.82,0.89,0.88,0.54,0.98,0,1,0,1,1,"R_doH1TEDdutTrOmx"
70,0,3,0.25,4,4,1,0,6,7,1,0,1,0.8125,0.375,0.466666666666667,0,1,0,1,0,1,1,0.2,0.86,0.15,0.22,0.9,0.59,0.93,0.99,0,1,0,1,0,"R_0x5xpy4U4gsmyLX"
51,0,5,0.5,4,4,1,1,7,7,1,0,1,0.75,0.5625,0.266666666666667,1,0,0,0,1,0,1,0.833333333333333,0.95,0.9,1,0.74,0.51,0.61,1,0,1,1,0,1,"R_1TdI5TbuKygCdox"
77,0,6,0.625,3,3,1,0,1,1,0,1,0,0.4375,0.5625,0.333333333333333,0,1,0,1,0,1,1,0.2,0.48,0.4,0.67,0.17,0.44,0.01,0.63,1,0,0,1,1,"R_4UdQOvEpZFq68RL"
55,1,7,0.75,5,5,1,1,4,4,0.5,0,0,0.4375,0.5625,0.466666666666667,0,0,1,0,0,0,1,0.488888888888889,0.51,0.5,0.73,0.86,0.98,0.69,0.92,1,0,1,0,0,"R_dpahypU7BJzdpEV"
46,0,5,0.5,3,3,1,0,1,1,0,1,0,0.25,0.5,,1,0,0,0,1,0,1,0.477777777777778,0.49,0.49,0.54,0.07,1,0.53,0.52,0,1,1,0,1,"R_3CWv4YAeSplj9wV"
33,0,8,0.875,2,2,1,0,4,6,0.833333333333333,0,1,0.625,0.25,0.733333333333333,0,0,1,0,0,0,1,0.211111111111111,0.14,0.3,0.32,0.47,0.2,0.31,0.21,0,1,1,0,0,"R_0NkyOOzbbwNMPiZ"
41,0,6,0.625,3,3,1,0,3,2,0.166666666666667,1,0,0,0.375,0.466666666666667,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,1,"R_87FX0oEKXjimzIN"
66,1,7,0.75,4,4,1,0,6,6,0.833333333333333,0,1,0.625,0.5625,0.333333333333333,0,1,0,1,0,0,1,0.266666666666667,0.66,0.24,0.28,0.94,1,0.89,0.98,1,0,1,0,1,"R_9t9tUagTyOZT1KR"
33,1,7,0.75,4,4,0,0,4,7,1,0,1,0.4375,0.6875,0,0,0,1,0,0,1,1,0.477777777777778,0.49,0.48,0.22,0.01,1,0.01,0.41,0,1,1,0,0,"R_42g34BaRNOkphoF"
45,0,9,1,6,7,1,0,4,4,0.5,0,0,0.375,0.625,0.466666666666667,1,0,0,0,1,1,1,0.477777777777778,0.48,0.57,0.67,0.25,0.82,0.24,0.66,1,0,0,1,1,"R_d6izgtMHhLmfdxX"
55,0,9,1,5,5,1,0,4,2,0.166666666666667,1,0,0.4375,0.5,0.2,0,0,1,0,0,0,1,0.322222222222222,0.16,0.78,0.78,0.23,0.96,0.32,0.98,1,0,1,0,1,"R_3BIOI3W8ng60Ji5"
70,1,6,0.625,3,3,1,1,7,7,1,0,1,0.6875,0.3125,0.266666666666667,0,1,0,1,0,1,1,0.333333333333333,0.33,0.26,0.79,0.74,0.85,0.35,0.8,1,0,1,0,1,"R_6yxHSESGcC7R24J"
52,0,5,0.5,3,3,1,0,4,4,0.5,0,0,0.5625,0.75,0.533333333333333,0,0,1,0,0,1,1,0.655555555555556,0.42,0.59,0.65,0.62,0.48,0.54,1,0,1,0,1,1,"R_6XTBT9PceindAup"
58,0,3,0.25,1,1,1,0,2,2,0.166666666666667,1,0,0.4375,0.375,0.333333333333333,0,0,1,0,0,0,0,0.1,1,0.1,0.1,0.36,1,0.27,0.3,0,1,1,0,0,"R_1zieC014v9fxP7L"
49,0,5,0.5,3,3,1,0,4,4,0.5,0,0,0.4375,0.4375,0.533333333333333,1,0,0,0,1,1,0,0.466666666666667,0.78,0.29,0.68,0.13,0.91,0.19,0.95,1,0,0,1,1,"R_bJWC94kzBGZMmRT"
41,1,8,0.875,6,9,1,0,1,1,0,1,0,0.3125,0.8125,0.333333333333333,1,0,0,0,1,1,1,0.777777777777778,0.7,0.63,0.62,0.44,0.38,0.54,0.68,0,1,1,0,0,"R_cZofBKI0fwGnYj3"
69,0,7,0.75,1,1,1,0,1,1,0,1,0,0.1875,0.75,0.533333333333333,0,1,0,1,0,1,1,0.644444444444444,0.97,0.71,0.39,0.17,0.99,0.27,0.47,1,0,1,0,0,"R_cHHc4qhhya5SfYh"
50,0,5,0.5,3,3,0,0,5,7,1,0,1,0.4375,0.75,0.6,1,0,0,0,1,1,1,0.477777777777778,0.48,0.24,0.48,0.36,0.52,0.24,0.32,0,1,1,0,0,"R_6EkGvFjQYiBz7BH"
44,0,9,1,4,4,1,0,2,2,0.166666666666667,1,0,0.0625,0.375,0.4,0,0,1,0,0,1,1,0.0222222222222222,0.99,0.05,0.83,0.02,0.98,0.81,0.79,0,1,1,0,0,"R_0vz0yrJNFa6W1BH"
51,0,5,0.5,2,2,1,0,2,1,0,1,0,0.625,0.5625,0.333333333333333,0,0,1,0,0,0,0,0.733333333333333,0.48,0.68,0.92,0.94,1,1,0.98,0,1,1,0,0,"R_3sn4Z3YDKWNunNr"
41,0,9,1,4,4,1,0,4,4,0.5,0,0,0.4375,0.5,0.266666666666667,0,0,1,0,0,1,0,0.533333333333333,0.16,0.45,0.35,0.53,0.16,0.47,0.69,0,1,1,0,1,"R_0fxDQnhZZvc9XsF"
